Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
201050EC2G004,2,1,1,2,40,6,3,0,3,0,0,-1,9,1
201042I067203,1,1,1,2,39,6,3,0,3,0,4,-1,9,-1
201042I067203,1,1,1,2,24,5,3,0,1,0,0,-1,1,1
201043S086100,2,1,1,1,59,7,2,0,0,0,0,-1,9,1
201050EC2G004,2,1,1,2,24,10,3,5,0,0,0,-1,0,1
201014C059610,2,1,1,2,31,7,3,0,0,0,0,-1,9,-1
201045RE49116,2,1,3,2,54,6,3,0,3,0,2,-1,3,1
201045RE49116,2,1,1,1,48,4,3,0,0,0,0,-1,9,1
2010160B03491,1,1,3,2,36,6,3,0,0,0,0,-1,0,1
201045RU50239,1,1,3,2,50,-1,3,0,0,0,0,-1,0,1
201045RU50239,1,1,1,1,26,8,3,0,1,0,0,-1,0,1
201045TA52777,1,5,1,1,31,6,2,0,0,0,0,-1,0,-1
201001FH10339,1,1,1,1,59,6,3,0,0,0,0,-1,9,1
201045TA52777,1,1,2,1,33,6,3,5,0,0,0,-1,9,1
201001FH10339,1,1,1,2,50,3,3,0,0,0,0,-1,1,1
201004AL10177,2,1,1,1,26,2,3,0,3,0,0,-1,3,1
201004AM10181,2,1,1,2,31,5,3,0,1,0,0,-1,0,1
201005AA02595,2,1,1,1,29,5,3,5,0,0,0,-1,1,1
201004CJ10097,2,1,1,2,25,8,3,0,0,0,0,-1,1,1
201004CK10166,1,1,1,2,-1,-1,3,0,9,0,0,-1,3,1
201006G031998,2,1,3,1,29,2,3,0,0,0,0,-1,3,1
201020K014830,2,1,1,1,29,3,3,0,0,0,0,-1,5,1
201050GR2C015,1,1,3,1,35,7,3,0,3,1,0,-1,11,1
201050GR2C015,1,2,1,1,29,5,3,0,3,0,0,-1,0,1
201050EL2E005,2,1,1,1,29,6,3,1,0,0,0,-1,9,1
201042I373811,2,1,1,1,39,7,3,0,0,0,0,-1,0,-1
201037G029062,3,1,1,1,39,8,3,0,0,0,0,-1,11,1
201045GU51360,3,1,1,2,56,6,3,0,0,0,0,-1,9,1
201042I079303,1,1,1,1,31,9,3,5,0,0,0,-1,9,1
201050KT2Q003,1,1,3,1,6,6,3,5,0,0,0,-1,0,1
201045MO47753,3,1,3,2,40,6,3,4,0,0,0,-1,11,1
201045EP50213,1,2,1,1,19,3,3,0,3,0,0,-1,9,1
201037G029062,3,1,1,1,33,6,3,0,3,0,0,-1,1,1
201042I079303,1,1,1,2,36,8,2,0,2,0,0,-1,9,-1
201042I373811,2,1,1,1,39,6,3,0,0,0,0,-1,9,1
201045EP50213,1,1,3,1,13,6,3,0,0,0,0,-1,3,1
201045GU51360,3,1,2,2,39,4,3,4,3,0,0,-1,5,1
201045MO47753,3,1,1,2,31,9,3,0,1,0,0,-1,1,1
201050EL2E005,2,1,1,1,22,6,3,0,1,0,0,-1,9,1
201050KT2Q003,1,1,1,2,-1,7,3,0,0,0,2,-1,3,1
201011ND26710,2,1,1,1,19,7,3,5,0,0,0,-1,2,-1
201030C000586,2,1,1,2,26,7,3,0,0,0,0,-1,11,1
20103102B2760,1,1,3,2,48,6,3,0,0,0,0,-1,3,-1
201032C230910,1,1,1,2,13,7,3,0,0,0,0,-1,0,-1
201034WS28270,2,1,1,1,54,4,3,7,0,0,4,-1,9,1
201034WS28270,2,1,1,1,24,9,3,5,0,0,0,-1,3,1
201022C003387,2,1,1,1,40,6,3,0,0,0,0,-1,5,1
201001YR90531,1,1,3,1,6,-1,3,0,0,0,0,-1,1,-1
201050FT2M024,1,1,1,1,38,9,3,5,0,0,4,-1,9,1
201050FT2M024,1,1,3,1,43,7,3,0,0,0,0,-1,3,1
20104100F0626,1,1,1,2,35,10,3,0,0,0,0,-1,9,1
201001SX20261,2,1,3,2,28,8,3,0,0,0,0,-1,1,1
20104100F0626,1,1,1,2,37,3,3,0,0,0,0,-1,0,1
201001SX20261,2,1,1,1,68,6,3,5,0,0,0,-1,1,1
201004AM10049,2,1,3,1,52,8,3,0,0,0,0,-1,3,1
201001ZD39100,2,1,2,1,37,6,3,0,0,0,0,-1,9,1
201043S100120,1,1,1,1,28,10,3,5,0,0,0,-1,11,1
201043S100120,1,2,3,2,54,6,3,0,0,1,0,-1,1,1
201050JK2M001,1,1,1,2,47,5,3,1,0,0,0,-1,4,1
201050JK2M001,1,1,1,2,31,7,3,0,0,0,0,-1,9,1
201043N207030,1,1,3,1,45,2,3,4,0,0,0,-1,1,-1
20104100D0362,2,1,1,2,28,9,3,0,9,0,0,-1,11,1
201045GU50881,1,1,1,1,39,2,3,5,0,0,0,-1,0,-1
20104100D0362,2,2,1,2,28,8,3,0,0,0,0,-1,11,-1
201043N207030,1,4,3,1,13,7,3,1,0,0,0,-1,9,-1
201045GU50881,1,4,2,2,26,5,3,0,8,1,0,-1,1,-1
2010550D44342,1,1,2,1,23,6,3,0,3,0,0,-1,3,1
201001WW50600,2,1,2,1,20,7,3,0,0,0,0,-1,9,1
201037B044440,1,1,2,1,-1,7,3,0,3,0,0,-1,1,1
201037B044440,1,1,1,1,37,10,3,0,1,0,4,-1,2,-1
201022D006368,1,2,1,1,28,6,3,4,0,0,0,-1,0,1
20103102B2534,1,1,3,1,38,6,3,0,0,0,3,-1,3,1
201050CB2F005,1,1,1,1,59,7,3,5,0,0,0,-1,0,-1
201050CB2F005,1,1,2,1,49,6,3,0,0,0,0,-1,11,1
201001GD10269,1,1,3,1,39,9,3,0,0,0,0,-1,0,1
201001GD10269,1,1,3,1,30,8,3,5,3,0,2,-1,0,-1
201006L031031,2,1,3,2,29,6,3,0,0,0,0,-1,0,1
201030C000174,2,1,1,1,54,6,3,1,0,0,0,-1,1,1
201042I082303,1,1,1,2,-1,-1,3,0,0,0,0,-1,8,-1
201042I252208,1,1,1,2,26,11,3,0,0,0,0,-1,9,1
201042I082303,1,1,1,2,54,7,3,0,1,0,0,-1,1,1
201042I252208,1,1,2,2,26,7,3,0,1,1,0,-1,9,1
2010550D27963,1,5,1,1,31,6,2,4,8,0,0,-1,9,1
2010400B01875,1,1,3,2,-1,6,3,1,0,0,0,-1,0,1
2010400B01875,1,1,2,1,38,6,3,0,0,0,0,-1,3,-1
201005EE05225,1,1,1,2,45,2,3,0,1,0,0,-1,0,1
201014K029610,1,1,3,1,45,10,3,0,0,0,0,-1,11,1
20103102A3078,1,1,1,1,31,5,3,0,3,0,0,-1,0,1
20103104D2320,2,1,1,2,39,7,3,0,3,0,4,-1,1,-1
201042I363311,1,1,3,2,26,6,3,0,0,0,0,-1,0,1
201045SP48270,1,1,1,1,37,8,3,0,0,0,0,-1,3,-1
201042I363311,1,2,2,2,31,6,3,0,0,0,4,-1,9,1
201045SP48270,1,1,2,2,21,4,3,4,1,0,0,-1,2,1
201001FH10016,1,1,1,1,29,9,3,0,0,0,0,-1,1,1
201001FH10016,1,2,2,1,36,6,3,0,0,0,0,-1,8,1
201045RU55128,2,1,1,2,14,2,3,0,0,0,0,-1,5,1
201045EL55857,1,1,1,2,58,6,3,0,0,0,0,-1,3,-1
201001QK50558,1,1,2,1,26,6,3,0,0,0,0,-1,3,1
201045EL55857,1,1,1,1,68,8,3,0,0,0,0,-1,5,1
201045RU55128,2,1,3,2,13,6,3,0,0,0,0,-1,1,1
201001QK50558,1,1,1,1,86,6,3,0,0,0,0,-1,9,1
201037G030016,2,1,1,2,26,6,3,0,0,1,0,-1,1,1
201043R043040,2,1,2,1,41,6,3,0,0,0,0,-1,5,-1
201050CB2D007,1,1,2,2,48,6,3,0,1,0,0,-1,9,1
201050BL2N006,1,2,1,1,28,-1,3,5,0,0,0,-1,9,1
201054DN15610,3,1,1,2,37,7,3,0,1,0,0,-1,11,1
201001BS70261,1,1,1,2,40,5,3,0,3,0,0,-1,3,-1
201037G030016,2,1,1,2,23,9,3,6,0,0,0,-1,0,1
201043R043040,2,1,1,1,40,8,3,0,0,0,0,-1,11,1
201050BL2N006,1,1,1,2,19,9,3,0,0,0,4,-1,5,1
201050CB2D007,1,2,3,1,68,6,3,0,1,0,0,-1,11,-1
201054DN15610,3,1,2,2,31,6,3,0,0,0,0,-1,0,-1
201001XH30843,1,1,1,2,20,9,3,7,0,0,0,-1,3,1
201004BC10098,2,1,2,2,37,4,3,5,0,0,0,-1,11,3
201050CS2B006,1,1,3,1,33,4,3,0,1,0,0,-1,0,1
201043P106050,1,2,1,2,24,6,3,0,1,0,0,-1,4,1
201043P106050,1,1,1,1,26,11,3,4,0,0,0,-1,9,1
201050CS2B006,1,1,1,1,-1,6,3,1,0,0,0,-1,0,1
201014A041410,2,2,1,2,38,8,3,0,0,0,1,-1,0,1
201020K019311,1,1,1,2,-1,9,3,0,0,0,0,-1,3,1
20103102D2355,1,1,1,2,21,7,3,0,1,0,0,-1,3,1
201043S057120,2,1,1,1,23,9,3,0,1,0,0,-1,9,-1
201043S057120,2,1,2,1,26,7,3,0,0,0,0,-1,1,1
201014C003310,1,1,3,2,37,5,3,0,0,0,0,-1,9,-1
201060L210680,1,2,1,2,28,4,3,0,0,0,0,-1,1,1
201037B046387,1,1,1,1,54,6,3,0,0,0,3,-1,11,1
201037B046387,1,1,1,1,35,7,3,0,3,0,0,-1,0,-1
201037L018702,1,1,3,1,31,6,3,0,0,0,0,-1,5,1
201037L018702,1,1,1,2,40,10,3,0,3,0,0,-1,11,1
201050AC3C036,1,2,3,1,35,8,3,0,9,0,0,-1,3,-1
201043P197040,2,1,3,2,19,9,3,4,4,0,0,-1,8,1
20104100T3069,2,2,1,2,20,6,3,0,0,0,0,-1,0,1
20104100D0353,1,1,3,1,23,10,3,0,0,0,0,-1,3,1
201045SP51472,1,1,1,1,65,6,3,0,0,0,0,-1,0,1
20104100D0353,1,1,3,1,29,6,3,1,0,0,0,-1,0,1
20104100T3069,2,2,3,1,23,6,3,0,0,0,0,-1,3,-1
201043P197040,2,1,2,1,13,10,3,0,0,0,4,-1,1,1
201045SP51472,1,1,1,1,86,5,3,0,0,0,0,-1,0,1
201050AC3C036,1,1,1,2,21,5,3,1,0,0,0,-1,3,-1
201001VW40208,1,1,1,1,26,7,3,4,0,0,0,-1,1,1
201001XD81002,1,1,3,1,38,6,3,0,1,0,0,-1,0,-1
201004TA10154,1,1,3,1,36,6,3,0,0,0,0,-1,11,1
201005AA04763,2,1,1,2,39,7,3,0,0,0,0,-1,3,1
201011NE01770,2,1,1,2,19,6,3,0,0,0,0,-1,11,1
201014B054010,1,4,3,2,38,7,3,0,1,0,0,-1,4,1
201020J010170,1,1,2,1,24,5,3,5,0,0,0,-1,0,1
201030D000698,1,1,1,1,-1,7,3,0,0,0,4,-1,0,1
20103102D0680,1,1,1,2,19,6,3,5,0,0,0,-1,9,-1
201032B330510,1,1,3,2,48,6,3,0,0,0,0,-1,0,1
201045RE55900,2,1,1,1,29,5,3,0,0,0,0,-1,5,-1
20105500C1192,2,2,1,1,39,5,3,5,0,0,0,-1,3,1
201045RE55900,2,1,1,2,40,7,3,0,0,0,0,-1,0,-1
20105500C1192,2,1,1,1,29,5,3,0,3,0,0,-1,11,1
201022E001834,1,1,1,1,-1,6,3,0,0,0,0,-1,9,1
201032D256010,1,1,3,2,58,7,3,0,4,0,0,-1,11,-1
201032C362910,2,1,1,1,24,8,3,0,0,0,0,-1,0,1
201043P063030,3,1,1,1,23,6,3,4,0,0,4,-1,1,-1
201034WS51740,1,1,1,2,54,4,3,0,0,0,0,-1,0,1
201001JC30619,1,1,3,1,-1,-1,3,1,0,0,0,-1,5,-1
201001QA10250,1,1,1,2,61,8,3,0,0,1,0,-1,9,-1
201034WS51740,1,1,3,2,26,9,3,0,0,1,0,-1,9,1
201043P063030,3,1,1,1,49,10,3,0,0,0,0,-1,3,1
201001JC30619,1,2,3,1,74,8,3,4,9,0,0,-1,5,1
201001QA10250,1,1,1,2,33,7,3,0,0,0,0,-1,9,1
201014K113010,1,1,2,1,35,5,3,0,1,0,4,-1,3,1
201050AH2C004,1,1,3,2,41,7,3,0,0,2,0,-1,0,1
201050AH2C004,1,1,3,1,50,9,3,0,3,0,0,-1,9,1
201050GC2J015,1,1,1,1,65,6,3,5,9,0,0,-1,9,1
201050GC2J015,1,1,1,1,26,6,3,0,1,0,0,-1,0,1
201030M010117,2,1,1,2,52,8,3,0,0,0,0,-1,1,1
20104100C0286,2,1,1,1,40,7,3,1,0,0,0,-1,1,1
201043W214050,2,1,1,2,30,7,3,5,0,0,0,-1,0,1
201001CP00073,1,3,3,2,54,6,3,4,0,0,0,-1,3,-1
201001JI40114,2,1,1,1,25,9,3,0,0,0,0,-1,3,1
201001PY20319,1,1,3,1,-1,7,3,0,0,0,0,-1,0,1
20104100C0286,2,1,3,2,26,9,3,0,0,0,0,-1,3,-1
201043W214050,2,1,1,2,38,5,3,0,0,0,1,-1,0,1
2010550D37910,2,2,1,1,45,7,3,6,0,0,0,-1,9,1
201001JI40114,2,1,1,1,29,7,3,0,3,0,0,-1,3,1
201001PY20319,1,1,1,1,56,5,3,0,0,0,0,-1,0,1
201001WW50412,1,1,2,2,39,7,3,0,0,0,0,-1,0,-1
201001ZD30100,2,1,3,1,19,7,3,0,1,0,0,-1,11,-1
201004DL10039,3,1,2,2,24,9,3,0,0,0,0,-1,1,1
2010400D00791,2,1,2,1,28,6,3,1,1,0,0,-1,9,1
201043N064030,2,1,1,1,40,7,3,0,0,0,0,-1,1,1
2010400D00791,2,2,1,1,14,7,3,0,1,0,0,-1,5,1
201043N064030,2,1,3,2,29,7,3,0,1,0,0,-1,1,1
201004FJ10046,6,1,3,1,37,9,3,0,0,2,0,-1,3,1
201050AH2G001,1,1,2,1,47,7,3,0,0,0,0,-1,0,1
201050AH2G001,1,1,1,2,24,8,3,0,0,0,0,-1,5,-1
201050KC2N002,1,1,1,1,28,-1,3,0,3,0,0,-1,9,1
201045RE56456,1,2,3,1,37,6,3,0,0,0,0,-1,9,-1
201037B045265,2,1,1,2,30,6,3,0,0,0,4,-1,0,-1
2010550C41269,2,1,1,1,39,5,3,0,9,0,0,-1,1,1
201043P120040,3,1,1,2,65,7,3,0,0,0,0,-1,3,1
201043P024040,2,1,1,2,28,6,3,0,0,0,0,-1,9,1
2010550C21696,2,1,3,1,24,4,3,0,0,0,0,-1,9,-1
201037B045219,2,1,1,1,31,8,3,4,1,0,0,-1,9,1
201037B045219,2,1,1,1,37,9,2,0,1,0,0,-1,4,1
201037B045265,2,1,2,1,26,7,3,5,0,0,0,-1,0,-1
201043P024040,2,1,3,1,-1,5,3,0,0,0,0,-1,9,1
201043P120040,3,1,1,1,39,7,3,4,0,0,0,-1,0,1
201045RE56456,1,2,1,2,41,7,3,0,0,0,0,-1,11,-1
201050KC2N002,1,1,3,2,6,7,3,0,0,0,0,-1,0,-1
2010550C21696,2,1,1,2,40,6,3,0,0,0,0,-1,3,1
2010550C41269,2,2,1,2,30,-1,3,0,0,0,0,-1,11,1
201014B082010,2,1,3,2,50,3,3,0,0,0,4,-1,0,-1
201014B094010,2,1,1,2,24,7,3,0,9,0,0,-1,3,1
201014C098810,2,1,3,1,29,8,3,0,0,0,0,-1,0,1
201020H009040,2,1,2,2,47,5,2,0,0,0,0,-1,3,1
201030C000254,1,1,1,1,61,9,3,5,3,0,0,-1,0,1
20103102A2216,3,1,1,1,54,7,3,5,0,0,0,-1,0,-1
20103102B1790,1,1,1,2,58,8,3,0,0,0,0,-1,3,1
201045GU56070,1,1,3,1,41,8,3,0,0,0,0,-1,5,1
201037L018733,1,1,2,2,24,3,3,0,0,0,0,-1,0,1
201037L018733,1,1,2,2,28,6,3,0,0,0,0,-1,3,1
201045GU56070,1,1,2,2,40,6,3,0,0,0,4,-1,1,1
201005FF05774,2,1,1,2,54,-1,2,0,1,0,0,-1,11,1
201037G029782,1,2,3,2,35,8,3,5,0,0,0,-1,9,1
201037G029782,1,1,2,1,23,10,3,5,0,0,0,-1,3,-1
201050ED2R002,1,1,1,1,13,7,3,0,1,0,0,-1,11,-1
201037L018108,1,1,1,1,33,8,3,5,0,0,0,-1,11,1
201037G029757,1,1,1,1,-1,6,3,0,0,0,0,-1,0,1
201042I309409,1,1,1,1,-1,6,3,0,1,0,0,-1,5,1
201037G029757,1,1,1,2,56,3,3,0,1,0,0,-1,11,1
201037L018108,1,1,1,2,54,6,3,0,3,0,0,-1,0,1
201042I309409,1,1,1,1,35,9,3,5,0,0,0,-1,9,1
201050ED2R002,1,1,2,2,34,-1,3,0,1,0,4,-1,9,1
201060L136354,2,1,1,2,28,6,3,0,0,0,0,-1,9,3
201014C091610,1,1,1,2,75,5,3,0,0,0,0,-1,0,1
201014K192210,1,1,1,2,42,6,3,0,0,1,0,-1,1,1
201045GU50865,1,1,1,2,24,6,3,0,0,0,0,-1,1,-1
201045GU50865,1,1,3,1,34,7,3,5,0,0,2,-1,9,1
201043P248040,1,1,3,1,29,8,3,0,0,0,0,-1,0,-1
201001QK50101,2,1,3,2,19,7,3,0,4,0,0,-1,3,-1
201043P248040,1,1,1,1,29,6,3,1,0,0,0,-1,11,-1
201001QK50101,2,1,1,2,28,5,3,0,9,0,0,-1,5,-1
2010160B03920,2,1,2,1,59,8,3,0,0,0,0,-1,0,-1
201006A027641,1,1,1,1,39,7,3,0,0,0,0,-1,0,-1
201050FT2H019,1,1,2,1,30,-1,3,0,0,0,0,-1,0,-1
201050FT2H019,1,1,1,1,56,7,3,0,0,0,0,-1,9,-1
20105500D1356,1,1,1,1,40,7,3,1,1,0,0,-1,0,-1
20105500D1356,1,1,1,1,-1,9,3,0,0,0,0,-1,11,-1
20103102D2792,1,1,3,1,86,3,3,5,0,0,0,-1,9,1
201050BE2I004,1,1,1,1,36,8,3,0,0,0,0,-1,0,1
201050BE2I004,1,1,1,1,24,8,3,0,0,0,0,-1,9,1
201037B046275,2,1,1,1,35,-1,3,5,3,0,0,-1,11,-1
20105500D0819,1,1,1,2,42,6,3,0,0,0,0,-1,11,1
201054DW41010,1,1,2,1,75,4,3,1,0,0,0,-1,0,1
201037G029118,1,1,1,1,40,8,3,0,0,0,0,-1,0,-1
201001CW11546,1,1,1,1,29,7,2,0,0,1,0,-1,9,1
201001CW12480,1,2,1,2,6,6,3,0,1,0,0,-1,5,1
201001KG70423,1,1,2,2,23,10,3,4,0,0,0,-1,1,1
201037B046275,2,1,1,2,36,2,2,0,1,0,0,-1,9,1
201037G029118,1,2,1,1,42,8,3,0,0,0,0,-1,1,1
201054DW41010,1,1,3,2,28,5,3,4,1,0,0,-1,3,-1
20105500D0819,1,1,1,1,75,9,3,5,0,0,0,-1,9,1
201001KG70423,1,1,1,2,6,5,3,0,0,0,0,-1,3,-1
201043W204090,2,1,1,1,86,4,3,0,0,0,0,-1,11,-1
201050FP2I001,1,1,3,1,24,6,3,0,0,0,0,-1,0,1
201050JT2W001,1,1,1,1,14,5,3,0,0,0,0,-1,11,1
201043W204090,2,5,2,1,43,6,3,0,0,0,0,-1,0,1
201050FP2I001,1,1,1,1,24,7,3,0,0,0,0,-1,9,1
201050JT2W001,1,4,3,1,45,7,3,0,0,0,0,-1,0,1
201001TX20737,2,1,3,1,58,6,3,0,0,0,0,-1,0,-1
201014A147710,2,1,2,2,29,3,3,0,0,0,0,-1,11,1
201020H003550,1,2,3,2,22,6,3,0,0,0,0,-1,9,3
201022F000526,1,1,2,1,31,6,3,5,0,0,0,-1,1,1
201043P171110,2,1,1,1,29,7,3,1,1,0,0,-1,3,1
201043P171110,2,2,1,1,37,6,3,0,0,0,0,-1,3,-1
201045SU56804,2,1,2,1,74,6,3,0,0,0,0,-1,9,1
201045SU56804,2,1,3,1,20,-1,3,0,1,0,0,-1,1,-1
201050GN2C024,1,1,1,1,26,9,3,5,3,0,0,-1,11,-1
201050GN2C024,1,1,1,2,-1,6,3,0,0,0,0,-1,3,1
201050AH2C004,2,1,3,1,24,5,3,6,0,0,0,-1,5,1
201050GR2C007,2,1,3,2,43,3,3,0,1,1,2,-1,0,1
201050AH2C004,2,1,2,1,-1,3,3,0,0,0,0,-1,5,1
201050GR2C007,2,1,1,2,-1,6,3,0,0,0,0,-1,0,-1
201022C000738,1,1,2,2,50,6,3,0,0,0,0,-1,9,1
2010400D00567,1,1,3,2,26,6,3,0,0,0,0,-1,0,1
2010400D00567,1,2,1,1,62,-1,3,0,0,0,0,-1,9,1
201022C001191,4,2,1,1,56,8,3,0,0,0,0,-1,0,1
201043S129100,2,1,1,1,43,7,3,0,1,0,0,-1,3,1
201043S129100,2,1,1,2,43,6,3,0,0,0,0,-1,0,1
201014A007510,1,1,1,1,13,-1,2,0,0,0,0,-1,3,-1
2010400C01185,1,1,1,2,26,8,3,0,0,0,0,-1,3,-1
201043R020010,1,1,3,2,26,7,3,4,0,0,0,-1,9,1
201054DN22210,1,1,3,1,37,6,3,0,0,1,0,-1,0,1
201054ER23110,1,1,1,1,28,6,2,0,0,0,0,-1,5,1
20104100D0475,1,1,2,1,-1,7,3,4,0,0,0,-1,5,1
201042I262608,2,1,1,1,43,8,3,0,1,0,0,-1,9,1
201054EZ13810,1,1,3,1,49,7,3,0,1,0,0,-1,11,1
201050DE2T004,1,1,2,1,37,9,3,0,0,0,0,-1,9,-1
201037B046195,1,1,1,1,28,5,3,5,0,0,0,-1,0,1
201045RE51389,1,1,2,1,25,7,3,0,1,0,0,-1,0,1
2010550C31650,1,1,1,1,42,7,3,0,2,0,0,-1,0,1
20104100K0341,2,1,1,1,50,6,3,0,3,0,0,-1,0,-1
201054EG17510,1,1,1,1,54,5,3,0,0,0,0,-1,0,-1
201037G028881,1,1,1,1,54,7,3,0,1,0,0,-1,5,1
201050GW3O014,1,2,1,1,26,6,3,0,3,0,4,-1,9,1
201001QA10140,2,1,2,2,22,6,3,5,1,1,0,-1,11,-1
201037B046195,1,1,1,1,68,5,3,0,9,0,0,-1,5,1
201037G028881,1,1,1,2,20,6,3,0,0,0,0,-1,9,-1
2010400C01185,1,1,2,2,33,9,3,0,1,0,0,-1,0,1
20104100D0475,1,1,1,2,50,6,3,0,0,0,0,-1,0,1
20104100K0341,2,1,1,1,23,6,3,0,1,0,0,-1,1,1
201042I262608,2,1,1,2,35,4,3,0,0,0,0,-1,9,1
201043R020010,1,1,1,1,45,6,3,0,1,0,0,-1,1,-1
201045RE51389,1,2,1,2,75,4,3,0,0,0,0,-1,9,-1
201050DE2T004,1,1,1,1,43,6,3,0,0,0,0,-1,0,1
201050GW3O014,1,1,3,2,6,6,3,0,0,0,0,-1,0,-1
201054DN22210,1,1,1,1,23,-1,3,0,0,0,0,-1,11,1
201054EG17510,1,1,3,1,23,6,3,0,0,0,0,-1,3,1
201054ER23110,1,1,3,1,40,6,3,1,0,0,0,-1,3,1
201054EZ13810,1,1,3,2,20,6,3,0,0,0,0,-1,5,1
2010550C31650,1,1,1,1,49,5,3,0,0,0,0,-1,0,1
2010550D30391,1,1,2,1,50,6,3,0,1,0,0,-1,0,1
201001QA10140,2,1,1,2,26,-1,3,0,1,1,0,-1,11,-1
201004AL10095,2,1,3,1,26,8,2,4,0,0,0,-1,9,1
201004AM10171,1,1,1,1,42,6,3,0,0,0,0,-1,0,-1
201004EA10158,1,1,1,1,21,5,2,0,0,0,0,-1,1,-1
201005BB01757,1,1,3,2,20,6,3,0,0,0,0,-1,0,1
201006K030743,1,1,3,2,42,6,3,4,0,0,0,-1,0,1
201014K074510,1,1,3,1,26,9,3,4,0,0,1,-1,3,1
201020E030713,1,1,2,1,37,7,3,0,0,0,0,-1,11,1
201032D157710,1,1,1,2,21,4,3,0,0,0,0,-1,11,1
201050ED2L012,2,1,1,2,45,7,3,0,1,0,0,-1,5,1
201050FT2L014,1,1,2,2,-1,6,3,4,0,0,0,-1,0,-1
201043R050080,1,1,3,1,36,7,3,5,0,0,0,-1,0,1
201043R130020,1,1,1,1,14,7,3,0,0,0,0,-1,1,1
201043S085020,1,1,1,1,23,9,3,5,0,1,0,-1,0,1
201001SX20833,1,2,1,1,14,8,3,1,1,1,0,-1,1,1
201043R050080,1,1,3,2,62,6,3,0,0,0,0,-1,0,-1
201043R130020,1,1,3,1,35,7,3,0,0,0,0,-1,9,1
201043S085020,1,1,3,1,42,-1,3,0,3,0,0,-1,9,1
201050ED2L012,2,2,3,1,30,6,3,0,0,0,0,-1,2,-1
201050FT2L014,1,1,1,2,59,-1,3,5,0,0,0,-1,0,1
201001SX20833,1,1,3,1,26,10,3,7,0,0,0,-1,11,-1
201006L035167,2,1,1,1,23,8,3,5,0,0,0,-1,1,1
201020F037211,3,2,1,2,42,9,3,4,9,0,0,-1,9,1
201022F002598,1,1,2,2,47,7,3,0,3,0,4,-1,5,-1
2010400C00348,1,1,1,1,29,11,3,0,1,0,0,-1,5,1
2010400C00348,1,5,2,2,39,10,3,0,0,0,0,-1,3,1
201001XD80039,2,1,1,1,28,9,3,0,0,0,0,-1,3,1
201014B123610,2,1,1,2,36,9,3,0,1,0,0,-1,3,1
201050EK2B026,1,1,1,1,54,11,3,4,3,1,0,-1,3,1
201050EK2B026,1,1,1,1,49,6,3,0,0,0,0,-1,0,-1
201050GP2D020,1,1,1,1,52,5,3,5,4,0,0,-1,3,1
201034WN07050,2,1,1,2,59,6,3,0,0,0,0,-1,9,1
201034WN07050,2,1,1,2,-1,6,3,0,1,0,0,-1,9,1
201050GP2D020,1,1,3,1,65,10,3,0,0,0,4,-1,1,-1
201060L211705,1,1,2,2,22,4,3,1,0,0,0,-1,3,1
201022C001592,2,2,2,1,-1,8,3,0,3,0,0,-1,9,-1
201022F002497,2,1,1,1,29,6,3,0,2,0,0,-1,9,1
201042I420512,12,1,1,1,42,4,3,5,0,0,0,-1,0,1
201042I420512,12,1,1,1,13,6,3,0,3,0,3,-1,9,1
201050JT2B023,1,1,1,1,35,5,3,0,0,1,0,-1,9,-1
201037L018024,1,2,3,1,25,7,3,0,1,0,0,-1,0,1
20104100E0462,2,1,2,1,29,6,3,1,1,0,0,-1,0,1
201037L018024,1,1,2,1,28,-1,3,1,0,0,4,-1,1,-1
20104100E0462,2,1,1,1,42,6,3,0,0,0,0,-1,9,1
201050JT2B023,1,1,3,1,35,6,3,0,0,0,0,-1,0,3
201001YE80631,2,1,1,1,75,4,3,0,0,0,0,-1,9,1
201014A009810,2,1,1,1,25,6,3,0,0,0,0,-1,5,1
201020H001690,2,1,1,2,30,6,3,1,9,0,0,-1,2,-1
20103102C0362,2,1,3,1,68,8,3,0,3,0,0,-1,11,1
201037G028980,1,1,2,1,24,8,3,0,0,1,0,-1,9,1
2010400B00702,2,1,3,1,40,7,3,0,0,0,0,-1,5,1
201037G028980,1,1,1,1,36,7,3,6,0,0,0,-1,11,1
2010400B00702,2,1,3,1,-1,7,3,0,3,0,4,-1,0,-1
201005DD06796,2,1,1,1,20,6,3,0,0,0,0,-1,9,-1
201043N164110,1,2,3,1,-1,5,3,0,1,0,0,-1,0,1
201043N164110,1,1,1,2,26,7,2,0,0,0,0,-1,1,1
2010170S20250,1,1,1,2,24,-1,3,0,1,0,0,-1,0,1
201045RU47789,2,1,1,1,47,-1,3,0,0,0,0,-1,1,1
201045RU47789,2,1,2,1,26,7,3,0,0,0,0,-1,3,-1
201030B000122,2,1,3,2,24,5,3,0,3,0,0,-1,11,1
201045MO51447,1,1,1,1,25,6,3,0,0,0,0,-1,0,-1
201045MO51447,1,3,1,1,59,6,3,0,0,0,0,-1,0,-1
201045WA56231,1,1,1,2,20,10,3,0,0,0,0,-1,0,1
201045WA56231,1,1,3,2,38,5,3,0,0,0,0,-1,9,1
2010550D44798,1,1,1,1,24,7,3,0,0,0,0,-1,9,-1
